product_name,product_category,brand,manufacturer,package_size,unit,old_price,new_price,catalogue_name,catalogue_date,year,source_url
"Молоко «Правильное» 3,2%-4%, 900 мл",Молоко,Правильное,,900,мл,100.17,85.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Бифилайф «Рузский» кисломолочный2,5 %, 250 г","Кефир, ряженка, тан, айран",Рузское молоко,Рузское молоко,250,г,108.64,69.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Ряженка EkoNiva 4%, 1 л","Кефир, ряженка, тан, айран",EkoNiva,,1000,мл,104.87,85.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Кефир «Домик в деревне» лёгкий вечер 1%, 900 г","Кефир, ряженка, тан, айран",Домик в деревне,Вимм-Билль-Данн,900,г,85.04,67.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок глазированный «Чудо Десерт» Три шоколада 24,4%, 40 г",Сырок,Чудо,Вимм-Билль-Данн,40,г,41.78,31.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок глазированный «Чудо Десерт» Вишня и Пирожное 23,4%, 40 г",Сырок,Чудо,Вимм-Билль-Данн,40,г,41.78,31.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Творог «Экомилк» рассыпчатый 5%, 350 г",Творог,Экомилк,Экомилк,350,г,138.64,117.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Масло сливочное «Из Вологды» Крестьянское 72,5%, 180 г",Масло сливочное и спред,Из Вологды,,180,г,194.79,149.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый Hochland сливочный 35%, 100 г",Сыр,Hochland,,100,г,54.99,38.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый Hochland с ветчиной, 100 г",Сыр,Hochland,,100,г,54.99,38.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый Hochland с грибами 55%, 100 г",Сыр,Hochland,,100,г,54.99,38.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый «Сыробогатов» Сливочный 45% ломтиками, 130 г",Сыр,Сыробогатов,,130,г,84.99,59.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр рассольный Unagrande Моцарелла классическая 50%, 125 г",Сыр,Unagrande,,125,г,135.99,99.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр рассольный Unagrande Моцарелла Чильеджина в шариках, 125 г",Сыр,Unagrande,,125,г,138.99,99.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый Hochland Фетакса с маслинами и паприкой, 200 г",Сыр,Hochland,,200,г,149.99,114.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр творожный Mlekara Sabac А ла Каймак мягкий 70%, 250 г",Сыр,Mlekara Sabac,,250,г,180.99,144.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр полутвердый Laime Premium Quality 50%, 240 г",Сыр,Laime Premium,,240,г,243.99,169.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр Galbani Моцарелла Макси 45%, 250 г",Сыр,Galbani,,250,г,307.99,219,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр Dolce Granto Пармезан 40%, 200 г",Сыр,Dolce Granto,,200,г,361.99,249,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр твердый Excelsior Маасдам 45%, 1 кг",Сыр,Excelsior,,1000,г,1013.99,859,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый President Сливочный 45%, 400 г",Сыр,President,,400,г,238.99,179.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сыр плавленый President с ветчиной 45%, 400 г",Сыр,President,,400,г,238.99,179.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок творожный «Десертайм» глазированный с ванилью 20%, 50 г",Сырок,Десертайм,,50,г,42.38,34.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок творожный «Десертайм» глазированный со сгущенкой в молочной глазури 20%, 50 г",Сырок,Десертайм,,50,г,42.38,34.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок творожный «Десертайм» глазированный клубника в белом 20%, 50 г",Сырок,Десертайм,,50,г,47.95,34.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок творожный «Десертайм» глазированный манго 27%, 50 г",Сырок,Десертайм,,50,г,47.95,34.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сырок творожный «Десертайм» глазированный кокосовый остров 26%, 50 г",Сырок,Десертайм,,50,г,47.95,34.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сервелат «Владимирский стандарт» Владимирский, 350 г",Колбаса,Владимирский стандарт,,350,г,185.99,129.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная Молочная «Царицыно», 500 г",Колбаса,Царицыно,,500,г,187.99,149.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сосиски с сыром «Дымов», 464 г",Сосиски и сардельки,Дымов,,464,г,218.99,152.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса варено-копченая «Мясницкий ряд» Сервелат Московский, 300 г",Колбаса,Мясницкий ряд,Мясницкий ряд,300,г,212.99,159.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса «Клинский» Мини салями, 300 г",Колбаса,Клинский,,300,г,252.99,179.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Царицыно» Мусульманская Халяль, 1 кг",Колбаса,Царицыно,,1000,г,319.99,189.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Владимирский стандарт» Докторская стандарт 1 сорт, 1 кг",Колбаса,Владимирский стандарт,,1000,г,347.99,226,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса варено-копченая «Ближние Горки» Новомосковская кусок, 350 г",Колбаса,Ближние горки,,350,г,296.99,239,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Шпикачки «Мясницкий ряд» Для завтрака в натуральной оболочке, 1 кг",Сосиски и сардельки,Мясницкий ряд,Мясницкий ряд,1000,г,492.49,280,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Мясницкий ряд» Для Завтрака, 1 кг",Колбаса,Мясницкий ряд,Мясницкий ряд,1000,г,434.99,289,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Великолукский мясокомбинат» Любительская, 500 г",Колбаса,Великолукский мясокомбинат,,500,г,168.99,126.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Великолукский мясокомбинат» Молочная ГОСТ, 500 г",Колбаса,Великолукский мясокомбинат,,500,г,227.99,182.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вареная «Останкино» Докторская, 350 г",Колбаса,Останкино,Останкино,350,г,232.99,186.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Ветчина из свинины «Останкино» Папа Может, 400 г",Ветчина и грудинка,Папа может,Останкино,400,г,242.99,182.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Грудинка варено-копченая «Ремит» Домашняя нарезка, 150 г",Ветчина и грудинка,Ремит,Ремит,150,г,182.99,146.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса варено-копченый «Ремит» Сервелат Ореховый, 360 г",Колбаса,Ремит,Ремит,360,г,317.99,247,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вегетарианская «Павловская Слобода» Классическая, 300 г",Колбаса,Павловская Слобода,,300,г,263.99,197.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Колбаса вегетарианская «Павловская Слобода» с паприкой, 300 г",Колбаса,Павловская Слобода,,300,г,263.99,197.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Ветчина «Черкизово» Нежная из индейки, 450 г",Ветчина и грудинка,Черкизово,Черкизово,450,г,269.99,219,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Ветчина вареная «Черкизово» По-черкизовски, 500 г",Ветчина и грудинка,Черкизово,Черкизово,500,г,301.99,259,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Сосиски «Черкизово» Молочные по-черкизовски, 1 кг",Сосиски и сардельки,Черкизово,Черкизово,1000,г,378.99,319,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Салями «Черкизово» Астория, 1 кг",Колбаса,Черкизово,Черкизово,1000,г,1099.99,879,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Паштет мясной «Егорьевская КГФ» Кронборг запечённый, 180 г",Паштет,Егорьевская фабрика,Егорьевская фабрика,180,г,136.99,109.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Паштет из птичьей печени «Егорьевская КГФ» Фуа-Гра, 180 г",Паштет,Егорьевская фабрика,Егорьевская фабрика,180,г,142.99,114.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Майонез «Я люблю готовить» Московский Провансаль Классический 67%, 200 г",Майонез,Я люблю готовить,,200,г,55.42,42.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Майонез «Слобода» Провансаль 67%, 230 мл",Майонез,Слобода,Эфко,230,мл,65.33,48.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Пирожное «Кондитерская Прохорова» суфле Птичка, 70 г",Пирожное,Кондитерская Прохорова,,70 г,,138.99,109.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Пирожное «Кондитерская Прохорова» Медовик, 80 г",Пирожное,Кондитерская Прохорова,,80 г,,144.99,115.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Пирожное слоеное «Штрудель&КО» Шот-пай с заварным брусничным кремом, 280 г",Пирожное,"Пирожное слоеное Штрудель&КО Шот-пай с заварным брусничным кремом, 280 г",,280 г,,163.99,122.9,Сезонный каталог Атак «Недельный каталог»,с 17 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175686/
"Пюре Gerber кролик с 6 мес., 80 г",Пюре детское,Gerber,,80,г,131.76,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Пюре Gerber Телятина с 6 мес., 80 г",Пюре детское,Gerber,,80,г,131.76,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мед «Союзмульфильм» натуральный цветочный, 350 г",Мед,Союзмульфильм,,350,г,132.9,99.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мед «Правильный мед» Донниковый натуральный, 500 г",Мед,Правильный мед,,500,г,300.09,239,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мед «Правильный мед» Гречишный натуральный, 500 г",Мед,Правильный мед,,500,г,323.9,239,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мед «Берестов А.С.» Алтайцвет Горный, 500 г",Мед,Берестов А.С.,,500,г,510,399,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Соте из баклажанов Еко По-венгерски стерилизованное, 480 г",Соте,"Соте из баклажанов Еко По-венгерски стерилизованное, 480 г",,480,г,114.9,79.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Томаты Federici резаные в собственном соку, 425 мл",Томаты,Federici,,425,мл,155.9,99.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Фасоль красная Bonduelle, 400 г",Фасоль,Bonduelle,,400,г,91.9,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Фасоль белая Bonduelle, 400 г",Фасоль,Bonduelle,,400,г,91.9,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Фасоль белая Bonduelle в томатном соусе, 400 г",Фасоль,Bonduelle,,400,г,91.9,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Горошек зеленый Bonduelle, 400 г",Горошек,Bonduelle,,400,г,114.9,84.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Кукуруза Bonduelle сладкая, 340 г",Кукуруза,Bonduelle,,340,г,114.9,84.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Оливки зеленые Iberica с косточкой, 170 г",Оливки,Iberica,,170 г,,94.9,64.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Оливки Iberica без косточки, 170 г",Оливки,Iberica,,170 г,,94.9,64.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Корнишоны «Валдайский погребок» Застольные с луком, 720 мл",Корнишоны,Валдайский погребок,,720,мл,184.9,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Томаты «Дядя Ваня» маринованные, 680 г",Томаты,Дядя Ваня,,680,г,127.9,89.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Томаты в собственном соку «Дядя Ваня», 680 г",Томаты,Дядя Ваня,,680,г,140.9,89.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Огурчики маринованные «Дядя Ваня» по-берлински, 680 г",Огурцы,Дядя Ваня,,680,г,187.9,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Лобио «Меленъ» фасоль с томатом и луком, 550 г",Лобио,Меленъ,,550,г,118.9,89.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Томаты черри «Меленъ» Ассорти, 690 г",Томаты,Меленъ,,690,г,127.9,89.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Баклажаны печеные «Пиканта» в томатном соусе, 520 г",Баклажаны,Пиканта,,520,г,143.9,99.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Тунец рубленый «5 Морей» Скипджек в собственном соку, 185 г",Тунец,"Тунец рубленый 5 Морей Скипджек в собственном соку, 185 г",,185,г,148.9,89.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Килька «Вкусные консервы» обжаренная в томате, 240 г",Килька,Вкусные консервы,,240,г,97.9,64.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Сардина «Вкусные Консервы» Иваси, 250 г",Сардина,Вкусные консервы,,250,г,117.9,79.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мясо горбуши «Вкусные Консервы» натуральное, 245 г",Мясо,Вкусные консервы,,245,г,166.9,119.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Шпроты копченые «Вкусные Консервы» в масле, 175 г",Шпроты,Вкусные консервы,,175,г,172.9,119.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Говядина тушеная «Курганский Стандарт», 338 г",Говядина,Курганский Стандарт,,338,г,191.9,154.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Лапша 3 Glocken Die mag ich, 500 г",Макароны,Glocken Die,,500,г,186.56,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Макаронные изделия 3 Glocken Makaroni классические, 500 г",Макароны,Glocken Makaroni,,500,г,186.56,129.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Лапша 3 Glocken Ei Landnudeln гнезда, 500 г",Макароны,Glocken Ei,,500,г,252.8,189.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Хлопья овсяные MAKFA с отрубями, 400 г",Каша,Макфа,,400,г,61.32,47.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Хлопья злаковые MAKFA 4 злака, 400 г",Каша,Макфа,,400,г,61.32,47.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Крупа перловая MAKFA, 800 г",Каша,Макфа,,800,г,65.9,49.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мука пшеничная MAKFA, 1 кг",Мука,Макфа,,1000,г,71.99,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Макаронные изделия MAKFA Ракушки, 450 г",Макароны,Макфа,,450,г,79.17,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Макаронные изделия MAKFA спирали, 450 г",Макароны,Макфа,,450,г,79.17,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Вермишель MAKFA паутинка, 450 г",Вермишель,Макфа,,450,г,79.17,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Крупа гречневая MAKFA, 800 г",Каша,Макфа,,800,г,142.75,109.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Рис белый PROSTO Краснодарский  в пакетах для варки 8 порций, 500 г",Рис,PROSTO,,500,г,74.79,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Ассорти круп PROSTO в пакетах для варки 8 порций, 500 г",Ассорти,PROSTO,,500,г,80.07,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Крупа пшеничная PROSTO 8 порций, 500 г",Каша,PROSTO,,500,г,80.66,59.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Кускус «Готово!» с томатами, 250 г",Кускус,"Кускус Готово! с томатами, 250 г",,250,г,98.3,78.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Фасоль Еко по-сербски печеная, 510 г",Фасоль,"Фасоль Еко по-сербски печеная, 510 г",,510 г,,114.9,79.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Фасоль Еко по-гречески с грибами стерилизованная, 510 г",Фасоль,"Фасоль Еко по-гречески с грибами стерилизованная, 510 г",,510 г,,114.9,79.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Хлопья зерновые 4Life органические 4 злака, 400 г",Каша,Life,,400,г,112.42,83.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мука кукурузная «С.Пудовъ», 450 г",Мука,С.Пудовъ,,450,г,53.99,44.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мука рисовая «С.Пудовъ», 500 г",Мука,С.Пудовъ,,500,г,66.99,54.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Мука льняна «С.Пудовъ», 400 г",Мука,С.Пудовъ,,400,г,69.99,54.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак Nestle «Хрутка» хлопья кукурузные, 320 г",Готовый завтрак,Nestle,Nestlé,320,г,88.24,64.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» подушечки с молочной начинкой, 250 г",Готовый завтрак,Любятово,,250,г,90.87,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» подушечки с шоколадной начинкой, 250 г",Готовый завтрак,Любятово,,250,г,90.87,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» Подушечки с банановой начинкой, 240 г",Готовый завтрак,Любятово,,240,г,90.87,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» шоколадные шарики, 250 г",Готовый завтрак,Любятово,,250,г,93.05,69.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» хлопья зерновые мультизлаковые, 250 г",Готовый завтрак,Любятово,,250,г,99.96,73.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак «Любятово» хлопья кукурузные медовые, 250 г",Готовый завтрак,Любятово,,250,г,99.96,73.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Отруби овсяные 4Life, 500 г",Отруби,Life,,500,г,128.29,95.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак Kellogg's Dinosaurs карамельные лапы, 220 г",Готовый завтрак,Kellogg,,220,г,143.18,99.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак Kellogg's Dinosaurs шоколадные лапы, 220 г",Готовый завтрак,Kellogg,,220,г,148.99,99.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак Nesquik банановые подушечки, 220 г",Готовый завтрак,Nesquik,Nestlé,220,г,123.99,84.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
"Готовый завтрак Nesquik Duo шоколадные шарики, 700 г",Готовый завтрак,Nesquik,Nestlé,700,г,282.34,179.9,"Каталог акций «Атак»
                — Москва",с 10 по 23 марта 2022,2022,https://proshoper.ru//actions/atak/moskva/175232/
